,,STOPS MODEL ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APC Collected Data (Flagler),,,,,,,,,,,,,,,
FID_1,ID,STATIONSEQ,STATION,STAT_CODE,STAT_GRP,GRP_NAME,DAILYBOARD,STOP_ID1,STOP_ID2,STOP_ID3,STOP_ID4,STOPSTYPE,NEWSTATION,Agency,FGSTP,STOPSTYPEB,PNR_PEN,DIFFGTFX,WALK_PEN,SAMEGTFX,STPID,KNR_PEN,BoardingBC,LAT,LONG,WPenBK,PpenBK,KpenBK,POINT_X,POINT_Y,FID_2,ROUTE,DAY,DIR,STOP,STOPNAME, DAY_ON , DAY_OFF , DAY_TOT , LAT_1 , LONG_1 , key , District , Distance , Difference ,bin,include.lowest
771,13348,11448,SW 87 AV@SW 68 ST,C87V#682,50,MI_OTM,1,4508     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4508,5,1,0,0,10,5,5,-80.33424,25.706244,4866,87,1,0,18,SW 87 AV SW 68 ST, 1 , 0 , 2 , 26 , (80), 87-SW 87 AV SW 68 ST , 7 , 0 , (1),-20 to 0,TRUE
533,10948,9048,NW 87 AV@NW 33 ST,D87V#334,49,MI_OTN,15,1787     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,1787,5,17,0,0,10,5,5,-80.337368,25.804873,4936,87,1,1,19,NW 87 AV NW 33 ST, 15 , 4 , 19 , 26 , (80), 87-NW 87 AV NW 33 ST , 14 , 0 , (4),-20 to 0,TRUE
768,13349,11449,SW 87 AV@SW 64 ST,C87V#641,50,MI_OTM,1,4509     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4509,5,1,0,0,10,5,5,-80.334426,25.709288,4867,87,1,0,19,SW 87 AV SW 64 ST, 2 , 2 , 4 , 26 , (80), 87-SW 87 AV SW 64 ST , 16 , 0 , (3),-20 to 0,TRUE
769,13350,11450,SW 87 AV@OP # 6000,C87V#601,50,MI_OTM,1,4510     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4510,5,1,0,0,10,5,5,-80.334584,25.712362,4868,87,1,0,20,SW 87 AV OP # 6000, 1 , 0 , 1 , 26 , (80), 87-SW 87 AV OP # 6000 , 16 , 0 , (0),-20 to 0,TRUE
56,10370,8470,SW 87 AV@SW 56 ST,87AV56SN,50,MI_OTM,13,539      M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,539,5,14,0,0,10,5,5,-80.334781,25.716036,4869,87,1,0,21,SW 87 AV SW 56 ST, 15 , 6 , 21 , 26 , (80), 87-SW 87 AV SW 56 ST , 16 , 0 , (8),-20 to 0,TRUE
535,10950,9050,NW 87 AV@NW 29 ST,D87V#293,49,MI_OTN,7,1789     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,1789,5,8,0,0,10,5,5,-80.337275,25.800881,4938,87,1,1,21,NW 87 AV NW 29 ST, 9 , 7 , 15 , 26 , (80), 87-NW 87 AV NW 29 ST , 14 , 0 , (8),-20 to 0,TRUE
767,13479,11579,SW 56 ST@SW 87 AV,C56S87V7,50,MI_OTM,4,4639     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4639,5,4,0,0,10,5,5,-80.334745,25.716851,4869,87,1,0,21,SW 87 AV SW 56 ST, 15 , 6 , 21 , 26 , (80), 87-SW 87 AV SW 56 ST , 16 , 0 , (17),-20 to 0,TRUE
599,10952,9052,NW 87 AV@NW 25 ST,D87V#254,49,MI_OTN,1,1791     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,1791,5,1,0,0,10,5,5,-80.337143,25.796221,4939,87,1,1,22,NW 87 AV NW 25 ST, 2 , 10 , 12 , 26 , (80), 87-NW 87 AV NW 25 ST , 14 , 0 , (11),-20 to 0,TRUE
601,10983,9083,NW 25 ST@NW 87 AV,D25S#878,49,MI_OTN,2,1830     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,1830,5,2,0,0,10,5,5,-80.337665,25.796976,4939,87,1,1,22,NW 87 AV NW 25 ST, 2 , 10 , 12 , 26 , (80), 87-NW 87 AV NW 25 ST , 14 , 0 , (10),-20 to 0,TRUE
764,13351,11451,SW 87 AV@SW 54 ST,C87V#541,50,MI_OTM,3,4511     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4511,5,3,0,0,10,5,5,-80.334837,25.718304,4870,87,1,0,22,SW 87 AV SW 54 ST, 2 , 1 , 3 , 26 , (80), 87-SW 87 AV SW 54 ST , 16 , 0 , (0),-20 to 0,TRUE
765,13352,11452,SW 87 AV@SW 52 ST,C87V#521,50,MI_OTM,2,4512     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4512,5,2,0,0,10,5,5,-80.334939,25.720158,4871,87,1,0,23,SW 87 AV SW 52 ST, 2 , 6 , 8 , 26 , (80), 87-SW 87 AV SW 52 ST , 16 , 0 , (6),-20 to 0,TRUE
600,10953,9053,NW 87 AV@NW 21 TE,D87V#214,49,MI_OTN,38,1792     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,1792,5,42,0,0,10,5,5,-80.337062,25.793527,4940,87,1,1,24,NW 87 AV NW 21 TE, 38 , 22 , 60 , 26 , (80), 87-NW 87 AV NW 21 TE , 14 , 0 , (22),-50 to -20,TRUE
4118,17846,15946,SW 87 AV@SW 50 ST,C87V#501,50,MI_OTM,3,9938     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,9938,5,3,0,0,10,5,5,-80.33507,25.72215,4872,87,1,0,24,SW 87 AV SW 50 ST, 3 , 2 , 5 , 26 , (80), 87-SW 87 AV SW 50 ST , 16 , 0 , (2),-20 to 0,TRUE
766,13353,11453,SW 87 AV@SW 48 ST,C87V#481,50,MI_OTM,6,4513     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4513,5,7,0,0,10,5,5,-80.335151,25.723836,4873,87,1,0,25,SW 87 AV SW 48 ST, 7 , 6 , 13 , 26 , (80), 87-SW 87 AV SW 48 ST , 16 , 0 , (7),-20 to 0,TRUE
761,13354,11454,SW 87 AV@SW 45 ST,C87V#452,50,MI_OTM,2,4514     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4514,5,2,0,0,10,5,5,-80.335369,25.727256,4874,87,1,0,26,SW 87 AV SW 45 ST, 1 , 2 , 3 , 26 , (80), 87-SW 87 AV SW 45 ST , 16 , 0 , (1),-20 to 0,TRUE
4801,17854,15954,NW 87 AV@NW 8 ST,D87V#5S3,49,MI_OTN,11,9951     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,9951,5,12,0,0,10,5,5,-80.33684,25.77953,4942,87,1,1,26,NW 87 AV NW 8 ST, 9 , 5 , 14 , 26 , (80), 87-NW 87 AV NW 8 ST , 35 , 0 , (3),-20 to 0,TRUE
762,13355,11455,SW 87 AV@SW 43 ST,C87V#431,50,MI_OTM,3,4515     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4515,5,3,0,0,10,5,5,-80.335469,25.729023,4875,87,1,0,27,SW 87 AV SW 43 ST, 3 , 1 , 4 , 26 , (80), 87-SW 87 AV SW 43 ST , 16 , 0 , (1),-20 to 0,TRUE
3987,14082,12182,NW 7 ST@OP # 8533,D7ST#856,49,MI_OTN,25,5295     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,5295,5,28,0,0,10,5,5,-80.33532,25.77653,4943,87,1,1,27,NW 7 ST OP # 8533, 13 , 11 , 23 , 26 , (80), 87-NW 7 ST OP # 8533 , 35 , 0 , 2 ,0 to 20,TRUE
763,13356,11456,SW 87 AV@SW 41 ST,C87V#411,50,MI_OTM,17,4516     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4516,5,19,0,0,10,5,5,-80.335622,25.731777,4876,87,1,0,28,SW 87 AV SW 41 ST, 20 , 11 , 31 , 26 , (80), 87-SW 87 AV SW 41 ST , 16 , 0 , (14),-20 to 0,TRUE
757,13357,11457,SW 87 AV@SW 40 ST,C87V#402,50,MI_OTM,51,4517     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4517,5,56,0,0,10,5,5,-80.335663,25.734082,4877,87,1,0,29,SW 87 AV SW 40 ST, 48 , 25 , 73 , 26 , (80), 87-SW 87 AV SW 40 ST , 16 , 0 , (22),-50 to -20,TRUE
758,13358,11458,SW 87 AV@SW 38 ST,C87V#382,50,MI_OTM,1,4518     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4518,5,1,0,0,10,5,5,-80.335675,25.735534,4878,87,1,0,30,SW 87 AV SW 38 ST, 1 , 0 , 1 , 26 , (80), 87-SW 87 AV SW 38 ST , 16 , 0 , (0),-20 to 0,TRUE
759,13359,11459,SW 87 AV@SW 36 ST,C87V#362,50,MI_OTM,4,4519     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4519,5,4,0,0,10,5,5,-80.335653,25.736957,4879,87,1,0,31,SW 87 AV SW 36 ST, 6 , 2 , 8 , 26 , (80), 87-SW 87 AV SW 36 ST , 16 , 0 , (4),-20 to 0,TRUE
760,13360,11460,SW 87 AV@SW 33 TE,C87V#331,50,MI_OTM,3,4520     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4520,5,3,0,0,10,5,5,-80.335614,25.738797,4880,87,1,0,32,SW 87 AV SW 33 TE, 3 , 3 , 6 , 26 , (80), 87-SW 87 AV SW 33 TE , 16 , 0 , (3),-20 to 0,TRUE
3976,13854,11954,NW 79 AV@# 444,D79V##44,49,MI_OTN,71,5031     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,5031,5,78,0,0,10,5,5,-80.32436,25.77355,4948,87,1,1,32,MALL OF AMERICAS NW 79 AV, 13 , 25 , 37 , 26 , (80), 87-MALL OF AMERICAS NW 79 AV , 34 , 0 , 34 ,20 to 50,TRUE
753,13361,11461,SW 87 AV@SW 32 ST,C87V#322,50,MI_OTM,8,4521     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4521,5,9,0,0,10,5,5,-80.335606,25.740727,4881,87,1,0,33,SW 87 AV SW 32 ST, 7 , 5 , 13 , 26 , (80), 87-SW 87 AV SW 32 ST , 16 , 0 , (5),-20 to 0,TRUE
754,13362,11462,SW 87 AV@SW 28 ST,C87V#281,50,MI_OTM,2,4522     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4522,5,2,0,0,10,5,5,-80.335586,25.742957,4882,87,1,0,34,SW 87 AV SW 28 ST, 1 , 1 , 3 , 26 , (80), 87-SW 87 AV SW 28 ST , 16 , 0 , (1),-20 to 0,TRUE
1460,13378,11478,W FLAGLER ST@NW 79 AV,WFLG#798,49,MI_OTN,184,4538     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4538,5,203,0,0,10,5,5,-80.325363,25.769919,4950,87,1,1,34,W FLAGLER ST NW 79 AV, 32 , 39 , 70 , 26 , (80), 87-W FLAGLER ST NW 79 AV , 34 , 0 , 114 ,100 to 500,TRUE
755,13363,11463,SW 87 AV@SW 27 TE,C87V#272,50,MI_OTM,1,4523     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4523,5,1,0,0,10,5,5,-80.335562,25.744784,4883,87,1,0,35,SW 87 AV SW 27 TE, 1 , 5 , 6 , 26 , (80), 87-SW 87 AV SW 27 TE , 16 , 0 , (5),-20 to 0,TRUE
752,13364,11464,SW 87 AV@SW 25 ST,C87V#251,50,MI_OTM,20,4524     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4524,5,22,0,0,10,5,5,-80.335531,25.746326,4884,87,1,0,36,SW 87 AV SW 25 ST, 19 , 42 , 61 , 26 , (80), 87-SW 87 AV SW 25 ST , 16 , 0 , (41),-50 to -20,TRUE
1462,13380,11480,W FLAGLER ST@NW 84 AV,WFLG#848,49,MI_OTN,30,4540     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4540,5,33,0,0,10,5,5,-80.332786,25.769777,4952,87,1,1,36,W FLAGLER ST NW 84 AV, 10 , 9 , 19 , 26 , (80), 87-W FLAGLER ST NW 84 AV , 35 , 0 , 11 ,0 to 20,TRUE
51,10371,8471,SW 87 AV@SW 24 ST,87AV24SN,50,MI_OTM,32,540      M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,540,5,35,0,0,10,5,5,-80.33558,25.748762,4885,87,1,0,37,SW 87 AV SW 24 ST, 32 , 26 , 59 , 26 , (80), 87-SW 87 AV SW 24 ST , 16 , 0 , (27),-50 to -20,TRUE
1464,13310,11410,SW 87 AV@W FLAGLER ST,C87VFLS4,49,MI_OTN,45,4470     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4470,5,50,0,0,10,5,5,-80.336493,25.768976,4953,87,1,1,37,SW 87 AV W FLAGLER ST, 47 , 12 , 59 , 26 , (80), 87-SW 87 AV W FLAGLER ST , 36 , 0 , (14),-20 to 0,TRUE
1682,13365,11465,SW 87 AV@SW 20 TE,C87V#201,50,MI_OTM,3,4525     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4525,5,3,0,0,10,5,5,-80.335649,25.750556,4886,87,1,0,38,SW 87 AV SW 20 TE, 5 , 2 , 7 , 26 , (80), 87-SW 87 AV SW 20 TE , 16 , 0 , (4),-20 to 0,TRUE
1465,13311,11411,SW 87 AV@SW 2 ST,C87V##24,49,MI_OTN,2,4471     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4471,5,2,0,0,10,5,5,-80.336426,25.767565,4954,87,1,1,38,SW 87 AV SW 2 ST, 1 , 1 , 2 , 26 , (80), 87-SW 87 AV SW 2 ST , 35 , 0 , 0 ,0 to 20,TRUE
1683,13366,11466,SW 87 AV@# 1831,C87V#181,50,MI_OTM,0,4526     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4526,5,0,0,0,10,5,5,-80.33569,25.752301,4887,87,1,0,39,SW 87 AV # 1831, 0 , -   , 0 , 26 , (80), 87-SW 87 AV # 1831 , 16 , 0 , (0),-20 to 0,TRUE
1466,13312,11412,SW 87 AV@SW 4 ST,C87V##43,49,MI_OTN,0,4472     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4472,5,0,0,0,10,5,5,-80.336385,25.76614,4955,87,1,1,39,SW 87 AV SW 4 ST, 0 , 1 , 1 , 26 , (80), 87-SW 87 AV SW 4 ST , 35 , 0 , (1),-20 to 0,TRUE
1684,13367,11467,SW 87 AV@SW 16 ST,C87V#161,50,MI_OTM,11,4527     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4527,5,12,0,0,10,5,5,-80.335773,25.754725,4888,87,1,0,40,SW 87 AV SW 16 ST, 10 , 11 , 21 , 26 , (80), 87-SW 87 AV SW 16 ST , 16 , 0 , (10),-20 to 0,TRUE
1467,13313,11413,SW 87 AV@SW 5 ST,C87V##53,49,MI_OTN,4,4473     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4473,5,4,0,0,10,5,5,-80.336329,25.764589,4956,87,1,1,40,SW 87 AV SW 5 ST, 2 , 3 , 5 , 26 , (80), 87-SW 87 AV SW 5 ST , 35 , 0 , (1),-20 to 0,TRUE
1674,13368,11468,SW 87 AV@SW 14 ST,C87V#142,50,MI_OTM,1,4528     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4528,5,1,0,0,10,5,5,-80.335869,25.756913,4889,87,1,0,41,SW 87 AV SW 14 ST, 1 , 2 , 3 , 26 , (80), 87-SW 87 AV SW 14 ST , 16 , 0 , (2),-20 to 0,TRUE
1667,13314,11414,SW 87 AV@SW 8 ST,C87V##84,50,MI_OTM,18,4474     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4474,5,20,0,0,10,5,5,-80.336221,25.761389,4957,87,1,1,41,SW 87 AV SW 8 ST, 18 , 16 , 34 , 26 , (80), 87-SW 87 AV SW 8 ST , 16 , 0 , (16),-20 to 0,TRUE
1675,13369,11469,SW 87 AV@SW 12 ST,C87V#122,50,MI_OTM,3,4529     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4529,5,3,0,0,10,5,5,-80.335953,25.759115,4890,87,1,0,42,SW 87 AV SW 12 ST, 4 , 6 , 10 , 26 , (80), 87-SW 87 AV SW 12 ST , 16 , 0 , (7),-20 to 0,TRUE
1668,13315,11415,SW 87 AV@SW 10 ST,C87V#104,50,MI_OTM,6,4475     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4475,5,7,0,0,10,5,5,-80.336211,25.75978,4958,87,1,1,42,SW 87 AV SW 10 ST, 7 , 1 , 8 , 26 , (80), 87-SW 87 AV SW 10 ST , 16 , 0 , (2),-20 to 0,TRUE
1676,13370,11470,SW 87 AV@SW 10 ST,C87V#101,50,MI_OTM,2,4530     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4530,5,2,0,0,10,5,5,-80.335939,25.760089,4891,87,1,0,43,SW 87 AV SW 10 ST, 3 , 10 , 12 , 26 , (80), 87-SW 87 AV SW 10 ST , 16 , 0 , (10),-20 to 0,TRUE
1669,13316,11416,SW 87 AV@SW 12 ST,C87V#124,50,MI_OTM,3,4476     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4476,5,3,0,0,10,5,5,-80.336169,25.758268,4959,87,1,1,43,SW 87 AV SW 12 ST, 3 , 1 , 4 , 26 , (80), 87-SW 87 AV SW 12 ST , 16 , 0 , (1),-20 to 0,TRUE
1677,13371,11471,SW 87 AV@SW 8 ST,C87V##81,50,MI_OTM,13,4531     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4531,5,14,0,0,10,5,5,-80.33598,25.761317,4892,87,1,0,44,SW 87 AV SW 8 ST, 14 , 19 , 33 , 26 , (80), 87-SW 87 AV SW 8 ST , 16 , 0 , (20),-20 to 0,TRUE
1670,13317,11417,SW 87 AV@SW 14 ST,C87V#144,50,MI_OTM,2,4477     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4477,5,2,0,0,10,5,5,-80.336117,25.756613,4960,87,1,1,44,SW 87 AV SW 14 ST, 3 , 1 , 4 , 26 , (80), 87-SW 87 AV SW 14 ST , 16 , 0 , (2),-20 to 0,TRUE
1445,13372,11472,SW 87 AV@SW 5 ST,C87V##51,49,MI_OTN,2,4532     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4532,5,2,0,0,10,5,5,-80.336118,25.764202,4893,87,1,0,45,SW 87 AV SW 5 ST, 3 , 3 , 5 , 26 , (80), 87-SW 87 AV SW 5 ST , 35 , 0 , (3),-20 to 0,TRUE
1646,13318,11418,SW 87 AV@SW 16 ST,C87V#164,50,MI_OTM,10,4478     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4478,5,11,0,0,10,5,5,-80.336005,25.754567,4961,87,1,1,45,SW 87 AV SW 16 ST, 11 , 5 , 17 , 26 , (80), 87-SW 87 AV SW 16 ST , 16 , 0 , (7),-20 to 0,TRUE
1446,13373,11473,SW 87 AV@SW 4 ST,C87V##41,49,MI_OTN,1,4533     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4533,5,1,0,0,10,5,5,-80.336166,25.765711,4894,87,1,0,46,SW 87 AV SW 4 ST, 1 , 3 , 4 , 26 , (80), 87-SW 87 AV SW 4 ST , 35 , 0 , (3),-20 to 0,TRUE
1647,13319,11419,SW 87 AV@SW 19 TE,C87V#193,50,MI_OTM,1,4479     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4479,5,1,0,0,10,5,5,-80.335943,25.752057,4962,87,1,1,46,SW 87 AV SW 19 TE, 0 , 1 , 1 , 26 , (80), 87-SW 87 AV SW 19 TE , 16 , 0 , 0 ,0 to 20,TRUE
1447,13374,11474,SW 87 AV@SW 2 ST,C87V##21,49,MI_OTN,0,4534     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4534,5,0,0,0,10,5,5,-80.336221,25.767511,4895,87,1,0,47,SW 87 AV SW 2 ST, 1 , 2 , 3 , 26 , (80), 87-SW 87 AV SW 2 ST , 35 , 0 , (3),-20 to 0,TRUE
1648,13320,11420,SW 87 AV@SW 20 TE,C87V#204,50,MI_OTM,1,4480     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4480,5,1,0,0,10,5,5,-80.335884,25.750644,4963,87,1,1,47,SW 87 AV SW 20 TE, 1 , 1 , 2 , 26 , (80), 87-SW 87 AV SW 20 TE , 16 , 0 , (1),-20 to 0,TRUE
1643,13321,11421,SW 87 AV@SW 21 TE,C87V#214,50,MI_OTM,27,4481     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4481,5,30,0,0,10,5,5,-80.335838,25.74914,4964,87,1,1,48,SW 87 AV SW 21 TE, 25 , 26 , 51 , 26 , (80), 87-SW 87 AV SW 21 TE , 16 , 0 , (24),-50 to -20,TRUE
736,10373,8473,SW 87 AV@SW 25 ST,87AV24SS,50,MI_OTM,43,547      M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,547,5,48,0,0,10,5,5,-80.335784,25.746588,4965,87,1,1,49,SW 87 AV SW 25 ST, 44 , 26 , 70 , 26 , (80), 87-SW 87 AV SW 25 ST , 16 , 0 , (27),-50 to -20,TRUE
1641,13322,11422,SW 87 AV@SW 27 ST,C87V#274,50,MI_OTM,5,4482     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4482,5,5,0,0,10,5,5,-80.335816,25.744691,4966,87,1,1,50,SW 87 AV SW 27 ST, 3 , 2 , 4 , 26 , (80), 87-SW 87 AV SW 27 ST , 16 , 0 , 1 ,0 to 20,TRUE
1642,13323,11423,SW 87 AV@SW 30 ST,C87V#303,50,MI_OTM,5,4483     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4483,5,6,0,0,10,5,5,-80.335832,25.742498,4967,87,1,1,51,SW 87 AV SW 30 ST, 5 , 3 , 8 , 26 , (80), 87-SW 87 AV SW 30 ST , 16 , 0 , (3),-20 to 0,TRUE
1612,13324,11424,SW 87 AV@SW 32 ST,C87V#324,50,MI_OTM,5,4484     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4484,5,5,0,0,10,5,5,-80.335843,25.740022,4968,87,1,1,52,SW 87 AV SW 32 ST, 4 , 3 , 7 , 26 , (80), 87-SW 87 AV SW 32 ST , 16 , 0 , (2),-20 to 0,TRUE
1613,13325,11425,SW 87 AV@SW 34 ST,C87V#344,50,MI_OTM,5,4485     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4485,5,5,0,0,10,5,5,-80.33587,25.73844,4969,87,1,1,53,SW 87 AV SW 34 ST, 5 , 4 , 9 , 26 , (80), 87-SW 87 AV SW 34 ST , 16 , 0 , (4),-20 to 0,TRUE
1614,13326,11426,SW 87 AV@SW 36 ST,C87V#364,50,MI_OTM,2,4486     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4486,5,2,0,0,10,5,5,-80.335907,25.736388,4970,87,1,1,54,SW 87 AV SW 36 ST, 1 , 3 , 4 , 26 , (80), 87-SW 87 AV SW 36 ST , 16 , 0 , (2),-20 to 0,TRUE
3983,14073,12173,NW 7 ST@# 8045,D7ST#808,49,MI_OTN,8,5284     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,5284,5,9,0,0,10,5,5,-80.32524,25.77689,4902,87,1,0,54,NW 7 ST # 8045, 5 , 5 , 10 , 26 , (80), 87-NW 7 ST # 8045 , 34 , 0 , (2),-20 to 0,TRUE
1615,13327,11427,SW 87 AV@SW 38 ST,C87V#384,50,MI_OTM,8,4487     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4487,5,9,0,0,10,5,5,-80.335931,25.734761,4971,87,1,1,55,SW 87 AV SW 38 ST, 8 , 32 , 40 , 26 , (80), 87-SW 87 AV SW 38 ST , 16 , 0 , (32),-50 to -20,TRUE
3984,14074,12174,NW 7 ST@# 8125,D7ST#818,49,MI_OTN,8,5285     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,5285,5,9,0,0,10,5,5,-80.3272,25.77685,4903,87,1,0,55,NW 7 ST # 8125, 6 , 7 , 13 , 26 , (80), 87-NW 7 ST # 8125 , 35 , 0 , (5),-20 to 0,TRUE
54,10245,8345,SW 40 ST@SW 87 AV,40ST87AW,50,MI_OTM,47,338      M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,338,5,52,0,0,10,5,5,-80.335175,25.733225,4972,87,1,1,56,SW 87 AV SW 40 ST, 11 , 33 , 44 , 26 , (80), 87-SW 87 AV SW 40 ST , 16 , 0 , 3 ,0 to 20,TRUE
55,10242,8342,SW 40 ST@SW 87 AV,40ST87AE,50,MI_OTM,27,331      M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,331,5,30,0,0,10,5,5,-80.33497,25.732969,4972,87,1,1,56,SW 87 AV SW 40 ST, 11 , 33 , 44 , 26 , (80), 87-SW 87 AV SW 40 ST , 16 , 0 , (17),-20 to 0,TRUE
1606,13001,11101,SW 40 ST@SW 87 CT,C40S87C6,50,MI_OTM,17,4147     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4147,5,19,0,0,10,5,5,-80.336545,25.732915,4972,87,1,1,56,SW 87 AV SW 40 ST, 11 , 33 , 44 , 26 , (80), 87-SW 87 AV SW 40 ST , 16 , 0 , (27),-50 to -20,TRUE
1616,13328,11428,SW 87 AV@SW 40 ST,C87V#403,50,MI_OTM,14,4488     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4488,5,15,0,0,10,5,5,-80.335997,25.73348,4972,87,1,1,56,SW 87 AV SW 40 ST, 11 , 33 , 44 , 26 , (80), 87-SW 87 AV SW 40 ST , 16 , 0 , (30),-50 to -20,TRUE
3980,14075,12175,NW 7 ST@NW 82 AV,D7ST#828,49,MI_OTN,10,5286     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,5286,5,11,0,0,10,5,5,-80.3288,25.77682,4904,87,1,0,56,NW 7 ST NW 82 AV, 4 , 11 , 15 , 26 , (80), 87-NW 7 ST NW 82 AV , 35 , 0 , (5),-20 to 0,TRUE
1607,13329,11429,SW 87 AV@SW 41 ST,C87V#414,50,MI_OTM,15,4489     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4489,5,17,0,0,10,5,5,-80.335871,25.731468,4973,87,1,1,57,SW 87 AV SW 41 ST, 15 , 15 , 30 , 26 , (80), 87-SW 87 AV SW 41 ST , 16 , 0 , (15),-20 to 0,TRUE
3981,14076,12176,NW 7 ST@# 8341,D7ST#837,49,MI_OTN,10,5287     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,5287,5,11,0,0,10,5,5,-80.33101,25.7768,4905,87,1,0,57,NW 7 ST # 8341, 5 , 6 , 11 , 26 , (80), 87-NW 7 ST # 8341 , 35 , 0 , (1),-20 to 0,TRUE
1608,13330,11430,SW 87 AV@SW 42 TE,C87V#424,50,MI_OTM,1,4490     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4490,5,1,0,0,10,5,5,-80.335742,25.729475,4974,87,1,1,58,SW 87 AV SW 42 TE, 0 , 2 , 3 , 26 , (80), 87-SW 87 AV SW 42 TE , 16 , 0 , (2),-20 to 0,TRUE
3982,14077,12177,NW 7 ST@# 8531,D7ST#858,49,MI_OTN,24,5288     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,5288,5,26,0,0,10,5,5,-80.33517,25.77671,4906,87,1,0,58,NW 7 ST # 8531, 11 , 6 , 17 , 26 , (80), 87-NW 7 ST # 8531 , 35 , 0 , 7 ,0 to 20,TRUE
1609,13331,11431,SW 87 AV@SW 43 TE,C87V#434,50,MI_OTM,1,4491     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,4491,5,1,0,0,10,5,5,-80.335682,25.728153,4975,87,1,1,59,SW 87 AV SW 43 TE, 1 , 1 , 2 , 26 , (80), 87-SW 87 AV SW 43 TE , 16 , 0 , (1),-20 to 0,TRUE
